season,team_id,week,slot,starter_name,starter_points,bench_alternative,bench_points,points_left_on_bench,team_name
2022,10,10,D/ST,Cowboys D/ST,3.0,Chiefs D/ST,6.0,3.0,Team Clucker Fuckers
2024,1,7,WR,Malik Nabers,8.100000000000001,Tutu Atwell,11.100000000000001,3.0,LaPorta Potty
2024,10,2,TE,Travis Kelce,1.6,Chig Okonkwo,4.6,3.0,Team Clucker Fuckers
2023,6,16,D/ST,Bears D/ST,3.0,Dolphins D/ST,6.0,3.0,Whos Yurdatty
2023,5,4,TE,Pat Freiermuth,3.7,Dalton Kincaid,6.7,3.0,One-cut Heroes
2022,11,3,FLEX,Brandon Aiyuk,12.9,Joshua Palmer,15.9,3.0,Seattle  Ricks 
2023,5,12,D/ST,Lions D/ST,0.0,Bengals D/ST,3.0,3.0,One-cut Heroes
2024,12,2,D/ST,Saints D/ST,7.0,Bengals D/ST,10.0,3.0,El Ultimo Hombre
2024,3,13,D/ST,Eagles D/ST,3.0,Patriots D/ST,6.0,3.0,Kareemin' My Jeans
2023,1,8,D/ST,Ravens D/ST,6.0,Steelers D/ST,9.0,3.0,MaChungus
2024,10,17,WR,Xavier Worthy,22.9,Michael Pittman Jr.,25.9,3.0,Team Clucker Fuckers
2024,1,14,FLEX,Sam LaPorta,10.4,Christian Watson,13.4,3.0,LaPorta Potty
2025,11,9,FLEX,Troy Franklin,8.3,Brian Robinson Jr.,11.3,3.0,Seattle  Ricks 
2025,11,7,RB,Kenneth Gainwell,3.5000000000000004,Jeremy McNichols,6.5,3.0,Seattle  Ricks 
2023,9,8,D/ST,49ers D/ST,2.0,Browns D/ST,5.0,3.0,Olivas - Alone
2025,10,10,K,Cairo Santos,6.0,Nick Folk,9.0,3.0,Team Clucker Fuckers
2023,9,4,K,Evan McPherson,3.0,Cameron Dicker,6.0,3.0,Olivas - Alone
2025,1,7,RB,Jacory Croskey-Merritt,4.200000000000001,RJ Harvey,7.2,3.0,"Two Gibbs, One Kupp"
2025,9,17,D/ST,Browns D/ST,8.0,Steelers D/ST,11.0,3.0,Cartel Del Taco
2022,1,6,FLEX,Rondale Moore,10.9,Alec Pierce,13.9,3.0,D. Adams Family
2025,9,13,K,Cam Little,6.0,Wil Lutz,9.0,3.0,Cartel Del Taco
2022,3,6,FLEX,Amari Cooper,14.4,Allen Robinson II,17.3,2.9,Kareemin' My Jeans
2025,12,15,RB,Kyren Williams,21.8,Tyrone Tracy Jr.,24.7,2.9,Blunder Bust 2000
2025,5,5,WR,Troy Franklin,8.5,Josh Downs,11.4,2.9,One-cut Heroes
2024,12,12,FLEX,Calvin Ridley,14.3,Justice Hill,17.2,2.9,El Ultimo Hombre
2024,3,13,WR,Zay Flowers,10.100000000000001,DeAndre Hopkins,13.0,2.9,Kareemin' My Jeans
2024,3,8,FLEX,DeAndre Hopkins,4.9,Austin Ekeler,7.800000000000001,2.9,Kareemin' My Jeans
2024,2,14,RB,Ray Davis,0.0,Trey Benson,2.9,2.9,Show Me Dem TDs
2025,3,15,RB,Jordan Mason,2.9000000000000004,Kimani Vidal,5.800000000000001,2.9,Shooting Ropes💦
2022,4,11,WR,Allen Lazard,10.7,Darius Slayton,13.6,2.9,Greendale Human Beings
2025,10,3,QB,Daniel Jones,17.82,Sam Darnold,20.72,2.9,Team Clucker Fuckers
2023,3,1,WR,Stefon Diggs,26.200000000000003,Jakobi Meyers,29.1,2.9,Kareemin' My Jeans
2025,11,10,FLEX,Zach Charbonnet,14.3,Cade Otton,17.200000000000003,2.9,Seattle  Ricks 
2024,4,4,FLEX,Rome Odunze,2.0,Brenton Strange,4.9,2.9,Greendale Human Beings
2022,5,11,FLEX,CeeDee Lamb,9.5,Keenan Allen,12.4,2.9,One-cut Heroes
2023,12,12,WR,Ja'Marr Chase,12.1,Jayden Reed,15.0,2.9,El Ultimo Hombre
2022,5,6,FLEX,Joshua Kelley,0.0,Isaiah McKenzie,2.9,2.9,One-cut Heroes
2023,7,3,RB,Craig Reynolds,1.5,Kendre Miller,4.4,2.9,Put it Justin??
2025,5,3,WR,Tee Higgins,2.5,Josh Downs,5.4,2.9,One-cut Heroes
2023,8,9,FLEX,Marquise Brown,6.4,Kenneth Gainwell,9.299999999999999,2.9,False Shart
2025,4,15,RB,Aaron Jones Sr.,9.5,Rico Dowdle,12.4,2.9,Flipadelphia Cheesestoinks
2025,5,17,TE,Harold Fannin Jr.,11.0,Hunter Henry,13.9,2.9,One-cut Heroes
2023,6,16,FLEX,Austin Ekeler,11.6,Zamir White,14.5,2.9,Whos Yurdatty
2024,11,2,TE,Jake Ferguson,0.0,Taysom Hill,2.9,2.9,Seattle  Ricks 
2024,2,6,RB,Chuba Hubbard,15.3,Ray Davis,18.200000000000003,2.9,Show Me Dem TDs
2023,6,16,FLEX,Rashee Rice,11.7,Zamir White,14.5,2.8,Whos Yurdatty
2024,12,4,WR,Garrett Wilson,7.1000000000000005,Jakobi Meyers,9.9,2.8,El Ultimo Hombre
2025,7,6,WR,Garrett Wilson,4.3,Sterling Shepard,7.1000000000000005,2.8,Allen to this!
2023,5,13,TE,David Njoku,3.7,Tyler Conklin,6.5,2.8,One-cut Heroes
2022,12,3,TE,Hayden Hurst,1.7000000000000002,Gerald Everett,4.5,2.8,Shart City Poo Bums
2024,6,17,WR,Ladd McConkey,30.4,Marvin Mims Jr.,33.2,2.8,Whos Yurdatty
2025,3,9,WR,Jaylen Waddle,14.200000000000001,Parker Washington,17.0,2.8,Shooting Ropes💦
2025,8,14,FLEX,Alec Pierce,13.0,Dallas Goedert,15.8,2.8,Run CMC
2023,8,17,FLEX,Brandin Cooks,17.0,Jaylen Warren,19.8,2.8,False Shart
2023,8,2,WR,Chris Olave,14.6,Marquise Brown,17.4,2.8,False Shart
2025,9,15,FLEX,Jaylen Warren,7.800000000000001,T.J. Hockenson,10.600000000000001,2.8,Cartel Del Taco
2025,10,17,RB,De'Von Achane,14.200000000000001,Devin Singletary,17.0,2.8,Team Clucker Fuckers
2024,7,12,TE,Tucker Kraft,10.6,Cole Kmet,13.4,2.8,Cee Dees in the Face
2024,5,13,RB,Kenneth Walker III,6.6000000000000005,Jaleel McLaughlin,9.4,2.8,One-cut Heroes
2023,7,8,FLEX,Michael Thomas,10.8,Tyler Boyd,13.6,2.8,Put it Justin??
2022,4,2,FLEX,Elijah Moore,6.5,Allen Lazard,9.3,2.8,Greendale Human Beings
2025,1,6,WR,Chris Olave,15.8,Jameson Williams,18.6,2.8,"Two Gibbs, One Kupp"
2023,12,8,TE,Sam LaPorta,19.7,Taysom Hill,22.46,2.76,El Ultimo Hombre
2022,4,17,WR,Jaylen Waddle,8.2,Allen Lazard,10.9,2.7,Greendale Human Beings
2022,7,11,RB,Joe Mixon,9.2,Cordarrelle Patterson,11.899999999999999,2.7,Worst Cook
2025,7,15,FLEX,Christian Watson,5.9,Keenan Allen,8.6,2.7,Allen to this!
2025,2,1,FLEX,Jayden Reed,13.5,Cedric Tillman,16.2,2.7,Show Me Dem TDs
2024,9,3,WR,Davante Adams,8.0,George Pickens,10.7,2.7,Cartel Del Taco
2022,8,10,WR,Michael Pittman Jr.,12.3,Marquez Valdes-Scantling,15.0,2.7,False Shart
2024,4,15,WR,Jauan Jennings,5.1,Wan'Dale Robinson,7.800000000000001,2.7,Greendale Human Beings
2025,6,2,RB,Jacory Croskey-Merritt,1.7000000000000002,Kareem Hunt,4.3999999999999995,2.7,Whos Yurdatty
2023,3,12,FLEX,Garrett Wilson,17.4,Jakobi Meyers,20.1,2.7,Kareemin' My Jeans
2022,11,1,WR,Brandon Aiyuk,6.7,Chase Claypool,9.4,2.7,Seattle  Ricks 
2024,3,15,FLEX,DeAndre Hopkins,8.6,Zay Flowers,11.3,2.7,Kareemin' My Jeans
2024,3,4,RB,Rachaad White,10.4,Rico Dowdle,13.100000000000001,2.7,Kareemin' My Jeans
2022,12,15,FLEX,Diontae Johnson,20.0,Juwan Johnson,22.7,2.7,Shart City Poo Bums
2024,7,2,FLEX,Adam Thielen,4.0,Cole Kmet,6.7,2.7,Cee Dees in the Face
2023,1,17,FLEX,Javonte Williams,8.8,Ezekiel Elliott,11.5,2.7,MaChungus
2023,3,2,WR,Garrett Wilson,19.3,Christian Kirk,21.96,2.66,Kareemin' My Jeans
2023,3,1,QB,Justin Fields,16.54,Russell Wilson,19.18,2.64,Kareemin' My Jeans
2023,11,3,QB,Kirk Cousins,34.68,Justin Herbert,37.3,2.62,Seattle  Ricks 
2022,1,5,RB,J.K. Dobbins,4.4,Darrell Henderson Jr.,7.0,2.6,D. Adams Family
2022,5,12,WR,Gabe Davis,7.800000000000001,Nico Collins,10.4,2.6,One-cut Heroes
2024,4,1,FLEX,Christian Watson,10.3,Ezekiel Elliott,12.9,2.6,Greendale Human Beings
2024,7,2,TE,Dalton Schultz,4.1,Cole Kmet,6.7,2.6,Cee Dees in the Face
2025,12,8,RB,Quinshon Judkins,4.7,Tyrone Tracy Jr.,7.300000000000001,2.6,Blunder Bust 2000
2024,4,1,TE,George Kittle,8.0,Juwan Johnson,10.6,2.6,Greendale Human Beings
2022,1,12,WR,Davante Adams,14.4,Treylon Burks,17.0,2.6,D. Adams Family
2022,7,4,WR,Curtis Samuel,7.800000000000001,Michael Gallup,10.4,2.6,Worst Cook
2024,8,17,WR,Puka Nacua,22.9,Jameson Williams,25.5,2.6,Here's to you
2023,3,11,WR,Stefon Diggs,6.7,Terry McLaurin,9.3,2.6,Kareemin' My Jeans
2023,7,14,TE,Dallas Goedert,7.0,Cade Otton,9.6,2.6,Put it Justin??
2024,6,4,WR,Tyreek Hill,8.200000000000001,Allen Lazard,10.8,2.6,Whos Yurdatty
2024,9,1,WR,Davante Adams,10.9,George Pickens,13.5,2.6,Cartel Del Taco
2025,3,10,RB,Bijan Robinson,10.8,Emari Demercado,13.4,2.6,Shooting Ropes💦
2022,4,4,WR,Jaylen Waddle,5.9,Elijah Moore,8.5,2.6,Greendale Human Beings
2023,10,5,RB,Najee Harris,5.0,Khalil Herbert,7.6000000000000005,2.6,Team Clucker Fuckers
2025,4,12,WR,DK Metcalf,14.399999999999999,Khalil Shakir,17.0,2.6,Flipadelphia Cheesestoinks
2024,3,8,RB,Nick Chubb,5.2,Austin Ekeler,7.800000000000001,2.6,Kareemin' My Jeans
2023,11,5,TE,Evan Engram,6.800000000000001,Luke Musgrave,9.4,2.6,Seattle  Ricks 
2024,10,15,QB,Cooper Rush,25.060000000000002,Jayden Daniels,27.64,2.58,Team Clucker Fuckers
2022,12,4,QB,Matthew Stafford,6.76,Carson Wentz,9.3,2.54,Shart City Poo Bums
2022,5,8,FLEX,Gabe Davis,5.5,Isaiah McKenzie,8.0,2.5,One-cut Heroes
2024,11,4,TE,Jake Ferguson,11.9,Taysom Hill,14.4,2.5,Seattle  Ricks 
2025,6,12,FLEX,Sean Tucker,5.6000000000000005,Tony Pollard,8.1,2.5,Whos Yurdatty
2022,6,4,TE,George Kittle,4.4,Logan Thomas,6.9,2.5,Whos Yurdatty
2023,6,16,RB,Raheem Mostert,12.000000000000002,Zamir White,14.5,2.5,Whos Yurdatty
2025,2,3,FLEX,Cedric Tillman,5.6,Trey Benson,8.1,2.5,Show Me Dem TDs
2023,11,7,TE,Luke Musgrave,7.0,Evan Engram,9.5,2.5,Seattle  Ricks 
2023,12,10,WR,Calvin Ridley,4.0,Jerry Jeudy,6.5,2.5,El Ultimo Hombre
2022,3,14,WR,A.J. Brown,17.0,Adam Thielen,19.5,2.5,Kareemin' My Jeans
2025,5,4,RB,Chase Brown,10.1,TreVeyon Henderson,12.6,2.5,One-cut Heroes
2023,2,10,FLEX,Brandon Powell,7.5,Tyjae Spears,10.0,2.5,Show Me Dem TDs
2023,10,13,WR,Keenan Allen,10.8,Diontae Johnson,13.3,2.5,Team Clucker Fuckers
2025,4,4,RB,Chuba Hubbard,9.9,Zach Charbonnet,12.4,2.5,Flipadelphia Cheesestoinks
2022,6,8,FLEX,Amon-Ra St. Brown,13.9,Devin Duvernay,16.400000000000002,2.5,Whos Yurdatty
2023,1,15,RB,Jerome Ford,7.1,Ezekiel Elliott,9.6,2.5,MaChungus
2024,6,14,FLEX,Najee Harris,11.3,Pat Freiermuth,13.8,2.5,Whos Yurdatty
2022,6,6,FLEX,Raheem Mostert,5.800000000000001,Antonio Gibson,8.3,2.5,Whos Yurdatty
2025,11,5,QB,Justin Herbert,16.64,Jayden Daniels,19.14,2.5,Seattle  Ricks 
2025,12,9,RB,Tyrone Tracy Jr.,6.7,Tyjae Spears,9.2,2.5,Blunder Bust 2000
2025,9,15,QB,Drake Maye,20.5,Caleb Williams,22.98,2.48,Cartel Del Taco
2025,12,11,WR,Davante Adams,7.1,Jayden Higgins,9.5,2.4,Blunder Bust 2000
2025,3,3,WR,Justin Jefferson,12.5,Jaylen Waddle,14.9,2.4,Shooting Ropes💦
2024,1,15,RB,David Montgomery,7.5,D'Andre Swift,9.9,2.4,LaPorta Potty
2023,2,15,RB,Tyjae Spears,4.7,Latavius Murray,7.1,2.4,Show Me Dem TDs
2023,2,4,FLEX,Jaxon Smith-Njigba,3.5,Chigoziem Okonkwo,5.9,2.4,Show Me Dem TDs
2025,4,2,RB,David Montgomery,13.1,J.K. Dobbins,15.500000000000002,2.4,Flipadelphia Cheesestoinks
2023,9,17,FLEX,David Montgomery,12.5,Roschon Johnson,14.9,2.4,Olivas - Alone
2025,1,16,FLEX,CeeDee Lamb,11.100000000000001,Isiah Pacheco,13.5,2.4,"Two Gibbs, One Kupp"
2024,10,4,WR,Chris Olave,16.700000000000003,Christian Kirk,19.1,2.4,Team Clucker Fuckers
2024,10,13,RB,Kareem Hunt,3.5,Isiah Pacheco,5.9,2.4,Team Clucker Fuckers
2024,12,7,FLEX,Sean Tucker,4.800000000000001,Calvin Ridley,7.2,2.4,El Ultimo Hombre
2022,11,16,TE,Noah Fant,9.2,Taysom Hill,11.600000000000001,2.4,Seattle  Ricks 
2023,7,14,FLEX,Elijah Moore,7.2,Cade Otton,9.6,2.4,Put it Justin??
2022,6,14,RB,Rhamondre Stevenson,3.0,Raheem Mostert,5.4,2.4,Whos Yurdatty
2024,6,3,WR,Tyreek Hill,7.0,Keon Coleman,9.4,2.4,Whos Yurdatty
2022,6,1,WR,Tyreek Hill,18.0,Amon-Ra St. Brown,20.4,2.4,Whos Yurdatty
2023,12,2,QB,Deshaun Watson,13.600000000000001,Matthew Stafford,15.98,2.38,El Ultimo Hombre
2022,4,7,QB,Tua Tagovailoa,17.939999999999998,Jimmy Garoppolo,20.32,2.38,Greendale Human Beings
2023,8,14,FLEX,Brandin Cooks,5.7,Jaylen Warren,8.0,2.3,False Shart
2024,2,1,RB,Chuba Hubbard,1.4000000000000001,Ray Davis,3.7,2.3,Show Me Dem TDs
2025,10,11,WR,Wan'Dale Robinson,7.6,Courtland Sutton,9.9,2.3,Team Clucker Fuckers
2023,12,1,TE,Juwan Johnson,6.6,Sam LaPorta,8.9,2.3,El Ultimo Hombre
2024,9,5,RB,Brian Robinson Jr.,13.8,Javonte Williams,16.1,2.3,Cartel Del Taco
2024,5,9,FLEX,Jaleel McLaughlin,5.0,Cam Akers,7.300000000000001,2.3,One-cut Heroes
2025,7,17,FLEX,Omarion Hampton,20.0,Christian Watson,22.3,2.3,Allen to this!
2025,4,6,FLEX,J.K. Dobbins,4.0,Khalil Shakir,6.300000000000001,2.3,Flipadelphia Cheesestoinks
2025,4,3,WR,DK Metcalf,12.2,Khalil Shakir,14.5,2.3,Flipadelphia Cheesestoinks
2024,3,10,RB,Christian McCaffrey,16.700000000000003,Rachaad White,19.0,2.3,Kareemin' My Jeans
2025,12,12,FLEX,Brock Bowers,11.5,Jayden Higgins,13.8,2.3,Blunder Bust 2000
2024,2,17,RB,Chuba Hubbard,0.0,Ray Davis,2.3,2.3,Show Me Dem TDs
2023,8,5,FLEX,Marquise Brown,16.1,Jordan Addison,18.4,2.3,False Shart
2025,12,2,FLEX,Kayshon Boutte,8.6,Dylan Sampson,10.9,2.3,Blunder Bust 2000
2022,8,10,RB,Alvin Kamara,7.5,Elijah Mitchell,9.8,2.3,False Shart
2023,5,8,WR,DJ Moore,9.5,Romeo Doubs,11.8,2.3,One-cut Heroes
2024,11,4,WR,DK Metcalf,15.4,Ladd McConkey,17.7,2.3,Seattle  Ricks 
2022,8,16,TE,Tyler Conklin,7.4,Dallas Goedert,9.7,2.3,False Shart
2022,9,9,FLEX,Michael Carter,15.600000000000001,Garrett Wilson,17.9,2.3,Slim Pickins
2025,11,13,QB,Justin Herbert,16.84,Brock Purdy,19.12,2.28,Seattle  Ricks 
2023,5,13,QB,Jordan Love,29.68,Matthew Stafford,31.96,2.28,One-cut Heroes
2023,5,10,TE,David Njoku,11.8,Tyler Conklin,14.0,2.2,One-cut Heroes
2024,6,1,FLEX,Jaylen Waddle,16.2,Tony Pollard,18.400000000000002,2.2,Whos Yurdatty
2024,12,16,TE,Evan Engram,0.0,Zach Ertz,2.2,2.2,El Ultimo Hombre
2025,11,10,FLEX,Troy Franklin,15.0,Cade Otton,17.200000000000003,2.2,Seattle  Ricks 
2023,4,1,FLEX,Jamaal Williams,7.2,Isiah Pacheco,9.4,2.2,Greendale Human Beings
2022,3,13,RB,Travis Etienne Jr.,7.6000000000000005,Alexander Mattison,9.8,2.2,Kareemin' My Jeans
2025,6,4,RB,Tony Pollard,10.600000000000001,Isiah Pacheco,12.8,2.2,Whos Yurdatty
2022,6,5,WR,Tyreek Hill,13.0,Josh Reynolds,15.200000000000001,2.2,Whos Yurdatty
2025,11,6,FLEX,Jakobi Meyers,7.9,Cade Otton,10.100000000000001,2.2,Seattle  Ricks 
2023,1,11,WR,Christian Watson,10.2,Jameson Williams,12.4,2.2,MaChungus
2025,2,15,TE,Mason Taylor,0.0,Evan Engram,2.2,2.2,Show Me Dem TDs
2024,2,13,FLEX,Chuba Hubbard,2.3,Jalen McMillan,4.5,2.2,Show Me Dem TDs
2023,4,15,FLEX,James Conner,17.900000000000002,Clyde Edwards-Helaire,20.1,2.2,Greendale Human Beings
2025,6,12,WR,Alec Pierce,3.6,Tre Tucker,5.800000000000001,2.2,Whos Yurdatty
2024,10,5,WR,Chris Olave,3.0,Courtland Sutton,5.2,2.2,Team Clucker Fuckers
2022,4,12,FLEX,DeVonta Smith,9.0,Marvin Jones Jr.,11.2,2.2,Greendale Human Beings
2023,2,17,QB,Jalen Hurts,25.18,Dak Prescott,27.3,2.12,Show Me Dem TDs
2025,12,12,RB,Kyren Williams,5.800000000000001,Woody Marks,7.9,2.1,Blunder Bust 2000
2025,8,13,RB,James Cook III,18.7,D'Andre Swift,20.8,2.1,Run CMC
2025,10,6,FLEX,Courtland Sutton,2.7,Bhayshul Tuten,4.800000000000001,2.1,Team Clucker Fuckers
2023,9,5,RB,Brian Robinson Jr.,8.3,Antonio Gibson,10.4,2.1,Olivas - Alone
2022,6,11,WR,Amon-Ra St. Brown,15.0,Donovan Peoples-Jones,17.1,2.1,Whos Yurdatty
2022,12,2,FLEX,James Robinson,15.8,Jahan Dotson,17.9,2.1,Shart City Poo Bums
2024,7,1,FLEX,Terry McLaurin,3.7,Zach Ertz,5.800000000000001,2.1,Cee Dees in the Face
2024,5,16,FLEX,Jayden Reed,11.100000000000001,Darnell Mooney,13.200000000000001,2.1,One-cut Heroes
2022,2,3,TE,Evan Engram,3.9,Cole Kmet,6.0,2.1,Show Me Dem TDs
2024,6,5,RB,Najee Harris,9.7,Raheem Mostert,11.8,2.1,Whos Yurdatty
2024,6,9,FLEX,Xavier Legette,13.9,Taysom Hill,16.0,2.1,Whos Yurdatty
2025,1,4,RB,Jahmyr Gibbs,17.700000000000003,RJ Harvey,19.8,2.1,"Two Gibbs, One Kupp"
2023,5,8,RB,Saquon Barkley,15.8,Rachaad White,17.9,2.1,One-cut Heroes
2023,3,17,FLEX,Aaron Jones,14.0,Terry McLaurin,16.1,2.1,Kareemin' My Jeans
2022,10,16,RB,David Montgomery,10.399999999999999,Kenneth Walker III,12.500000000000002,2.1,Team Clucker Fuckers
2024,1,8,RB,Derrick Henry,14.700000000000001,J.K. Dobbins,16.8,2.1,LaPorta Potty
2024,10,15,WR,Adam Thielen,10.100000000000001,Courtland Sutton,12.2,2.1,Team Clucker Fuckers
2025,7,6,QB,Josh Allen,19.4,Aaron Rodgers,21.5,2.1,Allen to this!
2023,7,11,RB,Darrell Henderson Jr.,12.9,Ty Chandler,15.0,2.1,Put it Justin??
2025,11,1,RB,Rachaad White,2.6000000000000005,Brian Robinson Jr.,4.700000000000001,2.1,Seattle  Ricks 
2022,9,7,RB,Jamaal Williams,7.300000000000001,Michael Carter,9.4,2.1,Slim Pickins
2025,5,16,QB,Jacoby Brissett,12.620000000000001,Baker Mayfield,14.7,2.08,One-cut Heroes
2025,11,2,QB,Jayden Daniels,23.7,Justin Herbert,25.78,2.08,Seattle  Ricks 
2022,10,4,QB,Patrick Mahomes,29.36,Tom Brady,31.4,2.04,Team Clucker Fuckers
2024,11,1,QB,Brock Purdy,10.34,Justin Herbert,12.36,2.02,Seattle  Ricks 
2022,2,14,K,Graham Gano,2.0,Brandon McManus,4.0,2.0,Show Me Dem TDs
2023,6,9,D/ST,Vikings D/ST,5.0,Dolphins D/ST,7.0,2.0,Whos Yurdatty
2024,1,17,D/ST,Colts D/ST,-3.0,Steelers D/ST,-1.0,2.0,LaPorta Potty
2025,5,11,D/ST,Chiefs D/ST,2.0,Seahawks D/ST,4.0,2.0,One-cut Heroes
2025,12,13,D/ST,Broncos D/ST,2.0,Raiders D/ST,4.0,2.0,Blunder Bust 2000
2023,6,11,QB,Jared Goff,17.740000000000002,Sam Howell,19.740000000000002,2.0,Whos Yurdatty
2022,2,4,TE,Evan Engram,2.6,Cole Kmet,4.6,2.0,Show Me Dem TDs
2025,3,6,FLEX,Keon Coleman,4.1,Taysom Hill,6.1,2.0,Shooting Ropes💦
2025,7,1,RB,Saquon Barkley,18.4,Javonte Williams,20.4,2.0,Allen to this!
2023,9,6,D/ST,49ers D/ST,6.0,Browns D/ST,8.0,2.0,Olivas - Alone
2025,2,11,K,Chris Boswell,10.0,Tyler Loop,12.0,2.0,Show Me Dem TDs
2023,8,16,K,Matt Gay,4.0,Daniel Carlson,6.0,2.0,False Shart
2025,7,13,RB,Javonte Williams,17.0,Kyle Monangai,19.0,2.0,Allen to this!
2023,2,7,D/ST,Bills D/ST,2.0,Saints D/ST,4.0,2.0,Show Me Dem TDs
2024,2,17,K,Jake Bates,9.0,Jake Elliott,11.0,2.0,Show Me Dem TDs
2023,10,17,WR,Drake London,9.600000000000001,Diontae Johnson,11.600000000000001,2.0,Team Clucker Fuckers
2022,2,7,D/ST,Colts D/ST,9.0,Dolphins D/ST,11.0,2.0,Show Me Dem TDs
2024,1,16,FLEX,Tee Higgins,19.8,Tank Dell,21.8,2.0,LaPorta Potty
2023,9,10,K,Cameron Dicker,9.0,Evan McPherson,11.0,2.0,Olivas - Alone
2025,3,14,RB,Bijan Robinson,9.4,Kimani Vidal,11.4,2.0,Shooting Ropes💦
2025,10,13,FLEX,Courtland Sutton,17.2,Devin Singletary,19.200000000000003,2.0,Team Clucker Fuckers
2025,9,10,QB,Drake Maye,25.1,Caleb Williams,27.1,2.0,Cartel Del Taco
2024,5,15,D/ST,Ravens D/ST,8.0,Buccaneers D/ST,10.0,2.0,One-cut Heroes
2022,2,6,FLEX,Russell Gage,4.0,Jerick McKinnon,6.0,2.0,Show Me Dem TDs
2024,8,17,RB,James Conner,2.8,Alexander Mattison,4.800000000000001,2.0,Here's to you
2024,4,15,K,Nick Folk,3.0,Justin Tucker,5.0,2.0,Greendale Human Beings
2024,5,17,D/ST,Ravens D/ST,14.0,Buccaneers D/ST,16.0,2.0,One-cut Heroes
2023,2,17,K,Jason Sanders,7.0,Tyler Bass,9.0,2.0,Show Me Dem TDs
2023,8,14,K,Matt Gay,-2.0,Daniel Carlson,0.0,2.0,False Shart
2024,12,16,D/ST,Bills D/ST,14.0,Packers D/ST,16.0,2.0,El Ultimo Hombre
2025,7,6,FLEX,Rome Odunze,5.2,Sterling Shepard,7.1000000000000005,1.9,Allen to this!
2023,12,8,RB,Tony Pollard,6.500000000000001,Zach Charbonnet,8.4,1.9,El Ultimo Hombre
2023,3,9,RB,Miles Sanders,9.100000000000001,Tyler Allgeier,11.0,1.9,Kareemin' My Jeans
2025,10,16,FLEX,Jordan Addison,4.6,Michael Carter,6.5,1.9,Team Clucker Fuckers
2023,4,1,WR,Amari Cooper,6.7,George Pickens,8.6,1.9,Greendale Human Beings
2024,6,15,WR,Jaylen Waddle,0.0,Elijah Moore,1.9,1.9,Whos Yurdatty
2025,8,4,WR,Keenan Allen,8.7,Brian Thomas Jr.,10.600000000000001,1.9,Run CMC
2025,10,7,RB,Hassan Haskins,2.5,Jaydon Blue,4.4,1.9,Team Clucker Fuckers
2022,7,4,TE,Mark Andrews,3.5,Darren Waller,5.4,1.9,Worst Cook
2022,5,5,RB,Chase Edmonds,0.1,Kenneth Gainwell,2.0,1.9,One-cut Heroes
2025,6,2,FLEX,Zay Flowers,14.9,Jake Ferguson,16.8,1.9,Whos Yurdatty
2023,7,10,FLEX,Jahan Dotson,0.0,Michael Thomas,1.9,1.9,Put it Justin??
2022,5,10,RB,Clyde Edwards-Helaire,0.0,Chase Edmonds,1.9,1.9,One-cut Heroes
2022,1,9,WR,Tee Higgins,13.0,Rondale Moore,14.9,1.9,D. Adams Family
2025,12,15,FLEX,George Kittle,22.8,Tyrone Tracy Jr.,24.7,1.9,Blunder Bust 2000
2023,6,9,TE,Jake Ferguson,22.1,Jonnu Smith,24.0,1.9,Whos Yurdatty
2025,3,15,FLEX,Adonai Mitchell,17.4,Mike Evans,19.200000000000003,1.8,Shooting Ropes💦
2023,1,2,WR,Treylon Burks,10.600000000000001,K.J. Osborn,12.4,1.8,MaChungus
2022,1,9,FLEX,Chris Olave,13.100000000000001,Rondale Moore,14.9,1.8,D. Adams Family
2025,12,10,FLEX,Marvin Harrison Jr.,14.3,Woody Marks,16.1,1.8,Blunder Bust 2000
2025,12,2,RB,Tyrone Tracy Jr.,9.1,Dylan Sampson,10.9,1.8,Blunder Bust 2000
2022,10,3,WR,DJ Moore,2.5,Darnell Mooney,4.300000000000001,1.8,Team Clucker Fuckers
2022,7,9,WR,Curtis Samuel,18.1,Mecole Hardman,19.9,1.8,Worst Cook
2023,12,7,QB,Deshaun Watson,-1.8,C.J. Stroud,0.0,1.8,El Ultimo Hombre
2025,11,2,FLEX,Jakobi Meyers,12.8,Rachaad White,14.6,1.8,Seattle  Ricks 
2022,10,16,WR,Mike Williams,11.600000000000001,Brandin Cooks,13.4,1.8,Team Clucker Fuckers
2024,1,2,FLEX,David Montgomery,17.0,Brock Bowers,18.8,1.8,LaPorta Potty
2025,11,1,FLEX,Xavier Legette,4.0,Dalton Schultz,5.800000000000001,1.8,Seattle  Ricks 
2022,5,11,FLEX,Terrace Marshall Jr.,10.600000000000001,Keenan Allen,12.4,1.8,One-cut Heroes
2024,12,11,RB,Travis Etienne Jr.,6.300000000000001,Justice Hill,8.1,1.8,El Ultimo Hombre
2023,1,12,WR,Tank Dell,17.2,Curtis Samuel,19.0,1.8,MaChungus
2025,9,11,FLEX,Theo Johnson,6.6,Breece Hall,8.4,1.8,Cartel Del Taco
2024,10,4,WR,Michael Pittman Jr.,17.3,Christian Kirk,19.1,1.8,Team Clucker Fuckers
2025,6,6,RB,Tony Pollard,6.7,Michael Carter,8.4,1.7,Whos Yurdatty
2025,9,5,FLEX,Omarion Hampton,13.0,Rhamondre Stevenson,14.700000000000001,1.7,Cartel Del Taco
2022,7,12,FLEX,Dalvin Cook,9.6,Michael Gallup,11.3,1.7,Worst Cook
